index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,price_per_kg
214,Maruti Swift Dzire VDI,7,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,24647
215,Maruti Wagon R VXI BS IV,10,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,14139
216,Toyota Corolla Altis 1.8 VL AT,13,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,37852
217,Honda Brio S MT,13,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,13659
218,Maruti Baleno Alpha Automatic,7,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,38785
219,Tata Safari Storme EX,8,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,56737
220,Maruti Alto LXi,14,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,8121
221,Renault KWID RXT,7,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,13309
222,Datsun GO T BSIV,8,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,15947
223,Maruti Vitara Brezza VDi Option,8,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,31893
224,Hyundai Xcent 1.2 VTVT SX,5,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,26017
225,Maruti Alto 800 LXI,10,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10773
226,Hyundai i20 1.2 Sportz,13,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,16176
227,Tata Zest Revotron 1.2 XT,7,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,29595
228,Maruti Swift 1.3 VXi,17,130000,120000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,6694
229,Nissan Sunny XL,11,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,32448
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,7,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,53529
231,Nissan Micra Active XV S,10,300000,80000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,15392
232,Maruti Wagon R LXI Optional,9,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,17064
233,Mahindra Ssangyong Rexton RX5,12,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,7.0,70148
234,Mahindra Quanto C8,12,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,17431
235,Maruti Ritz LDi,15,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,11848
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,8,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,55922
237,Renault KWID RXT,9,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,10727
238,Maruti Ertiga VDI,10,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,30813
239,Mahindra XUV500 W4,10,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,43046
240,Maruti Eeco 5 Seater AC BSIV,8,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,26675
241,Hyundai Santro Xing GLS,14,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,9207
242,Hyundai Accent GLE,18,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,6060
243,Mahindra XUV500 W8 2WD,13,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,35430
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,12,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,53887
245,Maruti Swift Dzire VDI,12,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,23504
246,Honda Amaze S CVT Petrol BSIV,6,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,35789
247,Hyundai i10 Sportz 1.2,16,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,9823
248,Maruti Swift Dzire VDI,11,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,21367
249,Maruti Ertiga SHVS ZDI Plus,9,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,40783
250,Hyundai Getz 1.3 GVS,17,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,7746
251,Hyundai i20 1.2 Magna,13,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,17297
252,Tata Indica DLS,20,75000,110000,Diesel,Individual,Manual,Second Owner,19.41878335651954,,0.0,,3862
253,Maruti Swift LXI Optional-O,10,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,17156
254,Tata Indica Vista TDI LS,12,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,8762
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,8,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,35492
256,Maruti Ignis 1.3 Alpha,8,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,18656
257,Tata Hexa XTA,8,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7.0,78409
258,Mahindra Marazzo M6 8Str,6,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8.0,75144
259,Hyundai Verna 1.6 CRDI,12,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,23745
260,Maruti Swift Dzire VDI,13,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,15384
261,Maruti Swift Dzire LDi,13,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,16062
262,Honda City i DTEC V,10,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,27884
263,Maruti Swift Dzire ZDi,13,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,17616
264,Hyundai Xcent 1.2 CRDi E,8,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,21653
265,Toyota Fortuner 3.0 Diesel,14,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7.0,100000
266,Tata Tiago 1.05 Revotorq XZ,9,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13929
267,Nissan Sunny XL AT Special Edition,12,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,19476
268,Hyundai Elite i20 Magna Plus BSIV,6,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,32795
269,Maruti Swift Dzire VXI,10,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,25179
270,Toyota Innova 2.5 GX 7 STR,14,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,37500
271,Mahindra Thar CRDe,8,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,47129
272,Maruti Swift Dzire ZDi,13,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,16580
273,Maruti Swift 1.2 DLX (Only Delhi),11,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,18382
274,Datsun GO D Petrol,6,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,15772
275,Hyundai i20 Asta 1.4 CRDi,10,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,22182
276,Mahindra Scorpio LX,14,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,33526
277,Tata Sumo Gold EX BSIII,10,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,35536
278,Tata Tiago Wizz 1.05 Revotorq,8,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,12829
279,Tata Zest Revotron 1.2 XT,10,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,21627
280,Hyundai Accent GLE,17,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,8712
281,Honda Brio Exclusive Edition,11,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,17268
282,Hyundai Grand i10 AT Asta,10,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,24603
283,Tata Manza Club Class Quadrajet90 LX,13,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,13796
284,Maruti Alto LX,20,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,5583
285,Tata New Safari DICOR 2.2 EX 4x2,14,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,38893
286,Mahindra Bolero SLE,16,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,29411
287,Mahindra Bolero DI DX 7 Seater,18,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,15441
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,7,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5.0,256983
289,Maruti Omni E MPI STD BS IV,9,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,13095
290,Hyundai Grand i10 Sportz,8,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,23809
292,Hyundai i10 Sportz AT,12,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,17109
293,Maruti Swift VXI Deca,9,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,25490
294,Hyundai i10 Sportz AT,14,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,15634
295,Maruti Swift VXI,13,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,17741
297,Mahindra Bolero 2011-2019 ZLX,11,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,31954
298,Hyundai Verna 1.6 SX VTVT (O),11,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5.0,29239
299,Hyundai i20 Active 1.2,10,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,30541
300,Maruti Baleno Zeta,6,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,32127
301,Hyundai i20 1.2 Asta,15,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,17647
302,Maruti Alto LXI,20,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,4568
303,Maruti Swift Dzire VDI,8,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,24445
304,Maruti Swift Dzire VXI,11,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,21413
305,Hyundai Grand i10 CRDi Sportz,10,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,16458
306,Maruti Swift 1.3 VXi,15,215000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,11071
307,Maruti Swift Dzire VXI,11,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,20942
308,Chevrolet Beat LS,13,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,6451
309,Tata Tigor 1.2 Revotron XZA,7,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,31773
310,Maruti 800 Std,19,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,5031
311,Honda City i-DTEC VX,8,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,50781
312,Honda City i-DTEC VX,8,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,48828
313,Maruti Ertiga VXI,12,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7.0,33395
314,Nissan Terrano XV Premium 110 PS,11,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,29195
315,Honda City i VTEC VX,11,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,41666
316,Mahindra Willys CJ 3B 4X4,42,300000,10000,Diesel,Individual,Manual,Third Owner,19.41878335651954,,0.0,,15448
317,Renault KWID RXL,9,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,9137
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,12,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,61585
319,Maruti Wagon R VXI BS IV,8,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,19990
320,Hyundai Creta 1.4 CRDi S Plus,7,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,56594
321,Tata Tiago 1.2 Revotron XZ,8,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,16778
322,Hyundai Grand i10 1.2 CRDi Sportz,7,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,21666
323,Maruti Baleno Zeta Automatic,9,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,30373
324,Maruti Swift ZXI ABS,14,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,20186
325,Maruti Swift Dzire VXi AT,13,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,24137
326,Maruti Swift LXI Option,11,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,19607
327,Hyundai i20 1.2 Asta,15,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,14999
328,Maruti Zen LXI,22,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,3757
329,Maruti Celerio LXI,8,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,15194
330,Toyota Innova 2.5 V Diesel 8-seater,18,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,31562
331,Maruti Ritz LDi,14,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,8767
332,Nissan Micra Diesel XV,14,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,10831
333,Maruti Zen LXI,23,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,3468
334,Hyundai Verna 1.6 SX VTVT (O),12,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5.0,29239
335,Maruti Zen Estilo LXI BSIII,18,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,4670
336,Hyundai Santro Xing XL,20,85000,60000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,0.0,,4377
337,Maruti Alto LX,20,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,4314
338,Maruti Swift Dzire ZDi,14,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,13730
339,Maruti A-Star Vxi,15,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,6842
340,Maruti Ertiga VDI,12,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,23110
341,Maruti Swift Ldi BSIII,17,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,9550
342,Nissan Micra Diesel XV,14,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,11915
343,Maruti Wagon R LXI,20,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,4708
344,Ford Figo Diesel Titanium,15,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,8500
345,Mahindra XUV300 W8 Option BSIV,6,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,64117
346,Hyundai Creta 1.6 CRDi AT SX Plus,8,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5.0,64667
347,Maruti Swift VXI BSIV,7,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,27727
348,Datsun GO T Option BSIV,9,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,16238
349,Hyundai Grand i10 Asta,10,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,23015
350,Toyota Fortuner 2.8 2WD MT BSIV,7,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,210674
351,Renault KWID RXL,7,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,18831
352,Honda Brio 1.2 VX MT,13,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,17567
353,Volkswagen Ameo 1.2 MPI Comfortline Plus,6,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,37647
354,Nissan Sunny XV Special Edition,13,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,26548
355,Toyota Etios Liva GD SP,12,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,16956
356,Hyundai i10 Sportz,16,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,10559
357,Renault Duster 85PS Diesel RxL,11,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,27872
358,Mahindra XUV500 W8 2WD,13,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,45033
359,Toyota Innova 2.5 V Diesel 7-seater,17,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7.0,25390
360,Tata Indigo CS eGLX BS IV,14,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,9590
361,Hyundai Elantra SX AT,12,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5.0,47586
362,Mercedes-Benz New C-Class 220 CDI AT,12,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5.0,104447
363,Tata Nano STD,13,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4.0,2519
364,Nissan Micra Diesel XL,12,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,10831
365,Maruti Wagon R LXI,20,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,3439
366,Maruti Swift Dzire VDI,9,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,20684
367,Hyundai i10 Magna,15,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,6876
368,Renault KWID RXT,9,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,11918
369,Volkswagen GTI 1.8 TSI,9,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5.0,48959
373,Tata Safari Storme EX,10,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,35673
374,Volvo XC40 D4 Inscription BSIV,6,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,211111
375,Toyota Camry 2.5 Hybrid,9,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,104384
376,Maruti Wagon R LXI,12,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,10325
377,Maruti Baleno Alpha 1.3,7,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,27017
378,Honda Jazz VX,9,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,30219
379,Toyota Innova 2.5 VX (Diesel) 7 Seater,12,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,57736
380,Maruti Swift AMT VVT VXI,6,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,29545
381,Toyota Etios VX,8,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,37246
382,Maruti Swift AMT ZXI,7,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,27272
383,Hyundai Grand i10 1.2 CRDi Sportz,8,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,18750
386,Honda Amaze V CVT Petrol BSIV,6,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,41000
388,Volvo V40 D3 R-Design,7,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,147321
389,Hyundai i10 Magna,15,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,7367
390,Toyota Etios Liva Diesel TRD Sportivo,13,265000,162000,Diesel,Individual,Manual,Third Owner,19.41878335651954,,0.0,,13646
391,Honda CR-V 2.4L 4WD AT,16,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5.0,45045
392,Maruti Swift Dzire VDI,10,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,18051
393,Hyundai Verna 1.6 SX CRDi (O),11,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,23969
394,Toyota Innova 2.5 G1 Diesel 8-seater,20,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,19531
395,Maruti SX4 Celebration Diesel,13,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,13953
396,Hyundai Verna XXi ABS (Petrol),16,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5.0,24460
397,Hyundai Verna CRDi SX,16,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,20238
398,Maruti Alto 800 VXI,9,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10554
399,Honda City i-VTEC CVT V,7,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,60277
400,Maruti Swift Dzire AMT VDI,8,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,26408
401,Tata Indigo LS,13,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,5588
402,Maruti Eeco CNG 5 Seater AC,5,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5.0,19635
403,Maruti Alto K10 VXI,11,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,8977
404,Mahindra XUV500 AT W10 AWD,9,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,80625
405,Maruti Alto K10 LXI,15,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,7170
406,Hyundai EON Sportz,12,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,10379
407,Tata Tiago 1.2 Revotron XE,7,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,13632
408,Maruti Eeco Smiles 5 Seater AC,12,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5.0,17218
428,Honda Amaze S CVT Diesel BSIV,6,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5.0,29411
429,Hyundai Creta 1.4 CRDi Base,8,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,44434
430,Maruti Alto LXi BSIII,15,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,8121
431,Hyundai Xcent 1.1 CRDi S Option,10,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5.0,16803
432,Toyota Innova 2.5 G (Diesel) 7 Seater,10,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,64665
433,Toyota Etios Liva Diesel,12,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5.0,19075
434,Maruti Swift Dzire ZDI Plus,8,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,31690
435,Toyota Innova 2.5 V Diesel 7-seater,17,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,44531
436,Nissan Micra Diesel XV,14,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5.0,11048
437,Maruti 800 AC BSIII,16,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,8074
438,Maruti Swift Dzire VDI,12,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,22649
439,Volkswagen Polo 1.5 TDI Highline,10,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,25819
